s,beta,k,vocab,prob,vid
3,0.034202026759731156,4,time,0.0027855756880857466,40
3,0.034202026759731156,4,without,0.002749088879607767,41
3,0.034202026759731156,4,pocket,0.002724764340622447,42
3,0.034202026759731156,4,first,0.002676115262651808,43
3,0.034202026759731156,4,even,0.002676115262651808,44
3,0.034202026759731156,4,silicone,0.002676115262651808,45
3,0.034202026759731156,4,better,0.0025909793762031895,46
3,0.034202026759731156,4,put,0.0025909793762031895,47
3,0.034202026759731156,4,clip,0.0025666548372178695,48
3,0.034202026759731156,4,easily,0.00253016802873989,49
3,0.034202026759731156,4,defender,0.00253016802873989,50
3,0.034202026759731156,4,look,0.0025180057592472304,51
3,0.034202026759731156,4,front,0.0025058434897545705,52
3,0.034202026759731156,4,top,0.0024936812202619105,53
3,0.034202026759731156,4,used,0.002469356681276591,54
3,0.034202026759731156,4,two,0.002469356681276591,55
3,0.034202026759731156,4,bluetooth,0.0024328698727986114,56
3,0.034202026759731156,4,since,0.002420707603305952,57
3,0.034202026759731156,4,could,0.002396383064320632,58
3,0.034202026759731156,4,see,0.002396383064320632,59
3,0.034202026759731156,4,way,0.0023720585253353124,60
3,0.034202026759731156,4,makes,0.0023112471778720133,61
3,0.034202026759731156,4,enough,0.0023112471778720133,62
3,0.034202026759731156,4,ear,0.0022990849083793534,63
3,0.034202026759731156,4,holster,0.002274760369394034,64
3,0.034202026759731156,4,using,0.0022261112914233948,65
3,0.034202026759731156,4,quality,0.002213949021930735,66
3,0.034202026759731156,4,bottom,0.0021166508659894562,67
3,0.034202026759731156,4,design,0.0021166508659894562,68
3,0.034202026759731156,4,grip,0.0021044885964967962,69
3,0.034202026759731156,4,make,0.0020923263270041367,70
3,0.034202026759731156,4,want,0.0020680017880188167,71
3,0.034202026759731156,4,looking,0.002055839518526157,72
3,0.034202026759731156,4,right,0.002055839518526157,73
3,0.034202026759731156,4,made,0.002043677249033497,74
3,0.034202026759731156,4,belt,0.002043677249033497,75
3,0.034202026759731156,4,side,0.0020315149795408377,76
3,0.034202026759731156,4,however,0.001982865901570198,77
3,0.034202026759731156,4,feels,0.001982865901570198,78
3,0.034202026759731156,4,actually,0.0019585413625848786,79
3,0.034202026759731156,4,new,0.0019585413625848786,80
3,0.034202026759731156,4,think,0.0019463790930922186,81
3,0.034202026759731156,4,tpu,0.0019220545541068991,82
3,0.034202026759731156,4,may,0.0018977300151215794,83
3,0.034202026759731156,4,got,0.00184908093715094,84
3,0.034202026759731156,4,pretty,0.00184908093715094,85
3,0.034202026759731156,4,part,0.00184908093715094,86
3,0.034202026759731156,4,power,0.00184908093715094,87
3,0.034202026759731156,4,though,0.0018369186676582803,88
3,0.034202026759731156,4,perfect,0.0017761073201949813,89
3,0.034202026759731156,4,color,0.0017639450507023213,90
3,0.034202026759731156,4,problem,0.0017517827812096615,91
3,0.034202026759731156,4,thing,0.0017274582422243418,92
3,0.034202026759731156,4,perfectly,0.0017031337032390223,93
3,0.034202026759731156,4,clear,0.0016909714337463625,94
3,0.034202026759731156,4,sides,0.0016909714337463625,95
3,0.034202026759731156,4,drop,0.0016909714337463625,96
3,0.034202026759731156,4,shell,0.0016909714337463625,97
3,0.034202026759731156,4,price,0.0016666468947610427,98
3,0.034202026759731156,4,need,0.0016423223557757232,99
3,0.034202026759731156,4,voice,0.0016423223557757232,100
3,0.034202026759731156,5,battery,0.030461184390275425,1
3,0.034202026759731156,5,phone,0.03003216301819757,2
3,0.034202026759731156,5,one,0.0104141857313647,3
3,0.034202026759731156,5,would,0.009946162416370675,4
3,0.034202026759731156,5,use,0.009731651730331747,5
3,0.034202026759731156,5,get,0.007937562356187986,6
3,0.034202026759731156,5,case,0.0070600186405741895,7
3,0.034202026759731156,5,day,0.006826006983077177,8
3,0.034202026759731156,5,like,0.00612397201058614,9
3,0.034202026759731156,5,time,0.005948463267463381,10
3,0.034202026759731156,5,back,0.005792455495798706,11
3,0.034202026759731156,5,charge,0.00536343412372085,12
3,0.034202026759731156,5,still,0.00536343412372085,13
3,0.034202026759731156,5,hours,0.005207426352056174,14
3,0.034202026759731156,5,even,0.004778404979978319,15
3,0.034202026759731156,5,good,0.004583395265397475,16
